Time;Channel A;Channel B
(ms);(V);(V)

-7,17051145;-0,00030519;1,95074300
-7,12955145;-0,00030519;1,99514800
-7,08859145;-0,00030519;1,95074300
-7,04763145;-0,00030519;1,95074300
-7,00667145;-0,00030519;1,95074300
-6,96571145;-0,00030519;1,99514800
-6,92475145;-0,00030519;1,95074300
-6,88379145;-0,00030519;1,95074300
-6,84283145;-0,00030519;1,95074300
-6,80187145;-0,00030519;1,95074300
-6,76091145;-0,00030519;1,95074300
-6,71995145;-0,00030519;1,95074300
-6,67899145;-0,00030519;1,95074300
-6,63803145;-0,00030519;1,95074300
-6,59707145;-0,00030519;1,95074300
-6,55611145;-0,00030519;1,99514800
-6,51515145;-0,00030519;1,95074300
-6,47419145;-0,00030519;1,95074300
-6,43323145;-0,00030519;1,95074300
-6,39227145;-0,00030519;1,95074300
-6,35131145;-0,00030519;1,95074300
-6,31035145;-0,00030519;1,95074300
-6,26939145;-0,00030519;1,95074300
-6,22843145;-0,00030519;1,99514800
-6,18747145;-0,00030519;1,95074300
-6,14651145;-0,00030519;1,95074300
-6,10555145;-0,00030519;1,95074300
-6,06459145;-0,00030519;1,95074300
-6,02363145;-0,00030519;1,99514800
-5,98267145;-0,00030519;1,95074300
-5,94171145;-0,00030519;1,95074300
-5,90075145;-0,00030519;1,95074300
-5,85979145;-0,00030519;1,95074300
-5,81883145;-0,00030519;1,95074300
-5,77787145;-0,00030519;1,95074300
-5,73691145;-0,00030519;1,95074300
-5,69595145;-0,00030519;1,99514800
-5,65499146;-0,00030519;1,95074300
-5,61403146;-0,00030519;1,99514800
-5,57307146;-0,00030519;1,99514800
-5,53211146;0,08972442;1,99514800
-5,49115146;-0,00030519;1,95074300
-5,45019146;-0,00030519;1,95074300
-5,40923146;-0,00030519;1,95074300
-5,36827146;-0,00030519;1,95074300
-5,32731146;-0,00030519;1,95074300
-5,28635146;-0,00030519;1,95074300
-5,24539146;-0,00030519;1,95074300
-5,20443146;-0,00030519;1,99514800
-5,16347146;-0,00030519;1,95074300
-5,12251146;-0,00030519;1,95074300
-5,08155146;-0,00030519;1,99514800
-5,04059146;-0,00030519;1,99514800
-4,99963146;-0,00030519;1,99514800
-4,95867146;-0,00030519;1,95074300
-4,91771146;-0,00030519;1,95074300
-4,87675146;-0,00030519;1,95074300
-4,83579146;-0,00030519;1,95074300
-4,79483146;-0,00030519;1,99514800
-4,75387146;-0,00030519;1,95074300
-4,71291146;-0,00030519;1,95074300
-4,67195146;-0,00030519;1,99514800
-4,63099146;-0,00030519;1,95074300
-4,59003146;-0,00030519;1,99514800
-4,54907146;-0,00030519;1,99514800
-4,50811146;-0,00030519;1,95074300
-4,46715146;-0,00030519;1,95074300
-4,42619146;-0,00030519;1,95074300
-4,38523146;-0,00030519;1,95074300
-4,34427146;-0,00030519;1,95074300
-4,30331146;-0,00030519;1,95074300
-4,26235146;-0,00030519;1,99514800
-4,22139146;-0,00030519;1,95074300
-4,18043146;-0,00030519;1,95074300
-4,13947146;-0,00030519;1,99514800
-4,09851146;-0,00030519;1,95074300
-4,05755146;-0,00030519;1,95074300
-4,01659147;-0,00030519;1,95074300
-3,97563147;-0,00030519;1,99514800
-3,93467147;-0,00030519;1,95074300
-3,89371147;-0,00030519;1,95074300
-3,85275147;-0,00030519;1,95074300
-3,81179147;-0,00030519;1,95074300
-3,77083147;-0,00030519;1,99514800
-3,72987147;-0,00030519;1,95074300
-3,68891147;-0,00030519;1,99514800
-3,64795147;-0,00030519;1,99514800
-3,60699147;-0,00030519;1,95074300
-3,56603147;-0,00030519;1,95074300
-3,52507147;-0,00030519;1,95074300
-3,48411147;-0,00030519;1,99514800
-3,44315147;-0,00030519;1,99514800
-3,40219147;-0,00030519;1,99514800
-3,36123147;-0,00030519;1,95074300
-3,32027147;-0,00030519;1,99514800
-3,27931147;-0,00030519;1,95074300
-3,23835147;-0,00030519;1,95074300
-3,19739147;-0,00030519;1,95074300
-3,15643147;-0,00030519;1,95074300
-3,11547147;-0,00030519;1,95074300
-3,07451147;-0,00030519;1,95074300
-3,03355147;-0,00030519;1,95074300
-2,99259147;-0,00030519;1,95074300
-2,95163147;-0,00030519;1,95074300
-2,91067147;-0,00030519;1,95074300
-2,86971147;-0,00030519;1,99514800
-2,82875147;-0,00030519;1,95074300
-2,78779147;-0,00030519;1,99514800
-2,74683147;-0,00030519;1,95074300
-2,70587147;-0,00030519;1,95074300
-2,66491147;-0,00030519;1,95074300
-2,62395147;-0,00030519;1,95074300
-2,58299147;-0,00030519;1,95074300
-2,54203147;-0,00030519;1,95074300
-2,50107147;-0,00030519;1,95074300
-2,46011147;-0,00030519;1,95074300
-2,41915147;-0,00030519;1,99514800
-2,37819148;-0,00030519;1,95074300
-2,33723148;-0,00030519;1,95074300
-2,29627148;-0,00030519;1,95074300
-2,25531148;-0,00030519;1,95074300
-2,21435148;-0,00030519;1,95074300
-2,17339148;-0,00030519;1,95074300
-2,13243148;-0,00030519;1,95074300
-2,09147148;-0,00030519;1,99514800
-2,05051148;-0,00030519;1,99514800
-2,00955148;-0,00030519;1,95074300
-1,96859148;-0,00030519;1,95074300
-1,92763148;-0,00030519;1,95074300
-1,88667148;-0,00030519;1,95074300
-1,84571148;-0,00030519;1,95074300
-1,80475148;-0,00030519;1,95074300
-1,76379148;-0,00030519;1,95074300
-1,72283148;-0,00030519;1,95074300
-1,68187148;-0,00030519;1,95074300
-1,64091148;-0,00030519;1,95074300
-1,59995148;-0,00030519;1,99514800
-1,55899148;-0,00030519;1,95074300
-1,51803148;-0,00030519;1,95074300
-1,47707148;-0,00030519;1,95074300
-1,43611148;-0,00030519;1,95074300
-1,39515148;-0,09063997;1,95074300
-1,35419148;-0,00030519;1,95074300
-1,31323148;-0,00030519;1,95074300
-1,27227148;-0,00030519;1,99514800
-1,23131148;-0,00030519;1,99514800
-1,19035148;-0,00030519;1,95074300
-1,14939148;-0,00030519;1,95074300
-1,10843148;-0,00030519;1,99514800
-1,06747148;-0,00030519;1,99514800
-1,02651148;-0,00030519;1,95074300
-0,98555148;-0,00030519;1,95074300
-0,94459148;-0,00030519;1,95074300
-0,90363148;-0,00030519;1,95074300
-0,86267148;-0,00030519;1,95074300
-0,82171148;-0,00030519;1,95074300
-0,78075148;-0,00030519;1,95074300
-0,73979149;-0,00030519;1,95074300
-0,69883149;-0,00030519;1,95074300
-0,65787149;-0,00030519;1,95074300
-0,61691149;-0,00030519;1,99514800
-0,57595149;-0,00030519;1,99514800
