Time;Channel A;Channel B
(ms);(V);(V)

3,71057504;2,56843800;1,95074300
3,75153504;2,65846700;1,95074300
3,79249504;2,61345300;1,95074300
3,83345504;2,56843800;1,95074300
3,87441504;2,56843800;1,95074300
3,91537504;2,65846700;1,99514800
3,95633504;2,38807300;1,95074300
3,99729504;2,29804400;1,95074300
4,03825504;2,34305900;1,95074300
4,07921504;2,38807300;1,95074300
4,12017504;2,38807300;1,95074300
4,16113504;2,38807300;1,95074300
4,20209503;2,38807300;1,95074300
4,24305503;2,47825600;1,95074300
4,28401503;2,56843800;1,95074300
4,32497503;2,47825600;1,95074300
4,36593503;2,70363500;1,95074300
4,40689503;2,56843800;1,99514800
4,44785503;2,52327000;1,95074300
4,48881503;2,56843800;1,95074300
4,52977503;2,56843800;1,95074300
4,57073503;2,38807300;1,95074300
4,61169503;2,47825600;1,95074300
4,65265503;2,38807300;1,95074300
4,69361503;2,38807300;1,95074300
4,73457503;2,29804400;1,95074300
4,77553503;2,38807300;1,95074300
4,81649503;2,43324100;1,95074300
4,85745503;2,52327000;1,95074300
4,89841503;2,47825600;1,95074300
4,93937503;2,56843800;1,95074300
4,98033503;2,56843800;1,95074300
5,02129503;2,74865000;1,95074300
5,06225503;2,65846700;1,95074300
5,10321503;2,65846700;1,95074300
5,14417503;2,65846700;1,95074300
5,18513503;2,38807300;1,95074300
5,22609503;2,38807300;1,95074300
5,26705503;2,29804400;1,95074300
5,30801503;2,29804400;1,95074300
5,34897503;2,47825600;1,95074300
5,38993503;2,38807300;1,95074300
5,43089503;2,47825600;1,95074300
5,47185503;2,52327000;1,95074300
5,51281503;2,56843800;1,95074300
5,55377503;2,56843800;1,95074300
5,59473503;2,61345300;1,95074300
5,63569503;2,52327000;1,95074300
5,67665503;2,56843800;1,95074300
5,71761503;2,61345300;1,95074300
5,75857503;2,56843800;1,95074300
5,79953503;2,61345300;1,95074300
5,84049503;2,65846700;1,95074300
5,88145502;2,38807300;1,95074300
5,92241502;2,52327000;1,95074300
5,96337502;2,38807300;1,95074300
6,00433502;2,34305900;1,95074300
6,04529502;2,38807300;1,95074300
6,08625502;2,47825600;1,95074300
6,12721502;2,38807300;1,95074300
6,16817502;2,56843800;1,95074300
6,20913502;2,52327000;1,95074300
6,25009502;2,47825600;1,95074300
6,29105502;2,83883200;1,95074300
6,33201502;2,70363500;1,95074300
6,37297502;2,52327000;1,99514800
6,41393502;2,38807300;1,95074300
6,45489502;2,52327000;1,95074300
6,49585502;2,47825600;1,95074300
6,53681502;2,29804400;1,95074300
6,57777502;2,25287600;1,95074300
6,61873502;2,38807300;1,99514800
6,65969502;2,29804400;1,95074300
6,70065502;2,47825600;1,95074300
6,74161502;2,47825600;1,95074300
6,78257502;2,47825600;1,95074300
6,82353502;2,65846700;1,95074300
6,86449502;2,65846700;1,95074300
6,90545502;2,52327000;1,95074300
6,94641502;2,70363500;1,95074300
6,98737502;2,70363500;1,95074300
7,02833502;2,56843800;1,95074300
7,06929502;2,52327000;1,95074300
7,11025502;2,38807300;1,99514800
7,15121502;2,34305900;1,95074300
7,19217502;2,29804400;1,95074300
7,23313502;2,34305900;1,95074300
7,27409502;2,47825600;1,95074300
7,31505502;2,47825600;1,95074300
7,35601502;2,56843800;1,95074300
7,39697502;2,47825600;1,95074300
7,43793502;2,56843800;1,95074300
7,47889502;2,52327000;1,95074300
7,51985501;2,65846700;1,95074300
7,56081501;2,56843800;1,95074300
7,60177501;2,56843800;1,95074300
7,64273501;2,47825600;1,95074300
7,68369501;2,38807300;1,95074300
7,72465501;2,38807300;1,95074300
7,76561501;2,34305900;1,95074300
7,80657501;2,34305900;1,95074300
7,84753501;2,38807300;1,95074300
7,88849501;2,38807300;1,95074300
7,92945501;2,29804400;1,95074300
7,97041501;2,38807300;1,95074300
8,01137501;1,84728500;2,88430400
8,05233501;2,43324100;2,88430400
8,09329501;2,56843800;2,83990000
8,13425501;2,65846700;2,83990000
8,17521501;2,74865000;2,88430400
8,21617501;2,65846700;2,88430400
8,25713501;2,74865000;2,88430400
8,29809501;2,52327000;2,88430400
8,33905501;2,52327000;2,88430400
8,38001501;2,52327000;2,88430400
8,42097501;2,29804400;2,88430400
8,46193501;2,38807300;2,83990000
8,50289501;2,38807300;2,88430400
8,54385501;2,34305900;2,83990000
8,58481501;2,56843800;2,88430400
8,62577501;2,52327000;2,83990000
8,66673501;2,56843800;2,88430400
8,70769501;2,52327000;2,88430400
8,74865501;2,47825600;2,88430400
8,78961501;2,56843800;2,83990000
8,83057501;2,70363500;2,88430400
8,87153501;2,65846700;2,88430400
8,91249501;2,56843800;2,83990000
8,95345501;2,52327000;2,88430400
8,99441501;2,47825600;2,88430400
9,03537501;2,20786200;2,88430400
